"id","ride_id","type","data","created_at","updated_at","deleted_at"
116308338,21709796,"RIDECOORDS","22.362803,91.851679","2018-06-24 14:07:46","2018-06-24 14:07:46",NULL
116309406,21709796,"RIDECOORDS","22.3626582,91.8517452","2018-06-24 14:07:49","2018-06-24 14:07:49",NULL
116310671,21709796,"RIDECOORDS","22.3625072,91.8517902","2018-06-24 14:07:53","2018-06-24 14:07:53",NULL
116312502,21709796,"RIDECOORDS","22.3624601,91.8518106","2018-06-24 14:07:59","2018-06-24 14:07:59",NULL
116312568,21709796,"RIDECOORDS","22.3623542,91.8518656","2018-06-24 14:07:59","2018-06-24 14:07:59",NULL
116314522,21709796,"RIDECOORDS","22.3621689,91.8518949","2018-06-24 14:08:06","2018-06-24 14:08:06",NULL
116314749,21709796,"RIDECOORDS","22.3620603,91.8519137","2018-06-24 14:08:06","2018-06-24 14:08:06",NULL
116315664,21709796,"RIDECOORDS","22.3619942,91.8519233","2018-06-24 14:08:09","2018-06-24 14:08:09",NULL
116322401,21709796,"RIDECOORDS","22.3618434,91.8519765","2018-06-24 14:08:31","2018-06-24 14:08:31",NULL
116322450,21709796,"RIDECOORDS","22.3618434,91.8519765","2018-06-24 14:08:31","2018-06-24 14:08:31",NULL
116322700,21709796,"RIDECOORDS","22.3612454,91.8520925","2018-06-24 14:08:32","2018-06-24 14:08:32",NULL
116322705,21709796,"RIDECOORDS","22.361654,91.8520447","2018-06-24 14:08:32","2018-06-24 14:08:32",NULL
116322924,21709796,"RIDECOORDS","22.3614976,91.8520579","2018-06-24 14:08:32","2018-06-24 14:08:32",NULL
116322929,21709796,"RIDECOORDS","22.3613658,91.8520831","2018-06-24 14:08:32","2018-06-24 14:08:32",NULL
116322979,21709796,"RIDECOORDS","22.3611674,91.85212","2018-06-24 14:08:32","2018-06-24 14:08:32",NULL
116323908,21709796,"RIDECOORDS","22.3610846,91.8521453","2018-06-24 14:08:35","2018-06-24 14:08:35",NULL
116324971,21709796,"RIDECOORDS","22.3610014,91.8521592","2018-06-24 14:08:39","2018-06-24 14:08:39",NULL
116326065,21709796,"RIDECOORDS","22.3609039,91.852171","2018-06-24 14:08:42","2018-06-24 14:08:42",NULL
116327020,21709796,"RIDECOORDS","22.3608444,91.85219","2018-06-24 14:08:45","2018-06-24 14:08:45",NULL
116328065,21709796,"RIDECOORDS","22.3607984,91.8522026","2018-06-24 14:08:49","2018-06-24 14:08:49",NULL
116329334,21709796,"RIDECOORDS","22.3607329,91.8522149","2018-06-24 14:08:53","2018-06-24 14:08:53",NULL
116330137,21709796,"RIDECOORDS","22.3606893,91.8522312","2018-06-24 14:08:55","2018-06-24 14:08:55",NULL
116331830,21709796,"RIDECOORDS","22.3606408,91.8522523","2018-06-24 14:09:00","2018-06-24 14:09:00",NULL
116332082,21709796,"RIDECOORDS","22.360596,91.8522744","2018-06-24 14:09:01","2018-06-24 14:09:01",NULL
116334444,21709796,"RIDECOORDS","22.3605479,91.8523026","2018-06-24 14:09:08","2018-06-24 14:09:08",NULL
116334701,21709796,"RIDECOORDS","22.3604775,91.8523185","2018-06-24 14:09:09","2018-06-24 14:09:09",NULL
116336605,21709796,"RIDECOORDS","22.3604331,91.8523152","2018-06-24 14:09:15","2018-06-24 14:09:15",NULL
116336916,21709796,"RIDECOORDS","22.360417,91.8523138","2018-06-24 14:09:16","2018-06-24 14:09:16",NULL
116338608,21709796,"RIDECOORDS","22.3603692,91.8523094","2018-06-24 14:09:21","2018-06-24 14:09:21",NULL
116339108,21709796,"RIDECOORDS","22.36029,91.8523155","2018-06-24 14:09:23","2018-06-24 14:09:23",NULL
116341153,21709796,"RIDECOORDS","22.3602495,91.8523237","2018-06-24 14:09:30","2018-06-24 14:09:30",NULL
116341354,21709796,"RIDECOORDS","22.3601574,91.8523495","2018-06-24 14:09:30","2018-06-24 14:09:30",NULL
116342406,21709796,"RIDECOORDS","22.3601239,91.8523587","2018-06-24 14:09:33","2018-06-24 14:09:33",NULL
116344207,21709796,"RIDECOORDS","22.3601239,91.8523587","2018-06-24 14:09:39","2018-06-24 14:09:39",NULL
116344350,21709796,"RIDECOORDS","22.3601106,91.8523624","2018-06-24 14:09:39","2018-06-24 14:09:39",NULL
